"date"	"Qmm"	"P"	"T"	"E"
1997-07-20	1.682	0	4.21090338	1.16
1997-07-21	1.7	0	4.16089803	0.95
1997-07-22	1.609	0	3.649323795	1.08
1997-07-23	1.591	0	4.9682714	1.16
1997-07-24	1.724	0	6.20109265	1.22
1997-07-25	1.778	0	6.3588081	1.13
1997-07-26	2.342	0	7.4446968	1.3
1997-07-27	2.637	0	7.7730441	1.27
1997-07-28	2.438	0	4.321093	0.94
1997-07-29	3.033	54.83	0.94387025	0.72
1997-07-30	6.547	50.82	-1.786769355	0.58
1997-07-31	5.196	1.44	-4.6236396	0.59
1997-08-01	3.928	0	-5.38345865	0.67
1997-08-02	3.225	0	-4.873746265	0.67
1997-08-03	2.829	0	-6.53053205	0.64
1997-08-04	2.498	0	-2.4366224	1.01
1997-08-05	2.553	0	1.17352255	0.97
1997-08-06	2.372	0	1.54881565	1.24
1997-08-07	2.33	0	3.0547533	1.36
1997-08-08	2.396	0	6.38412365	1.46
1997-08-09	2.601	0	7.87908805	1.7
1997-08-10	2.733	0	6.5101613	1.48
1997-08-11	2.721	0	6.081457	1.41
1997-08-12	2.853	0	6.915877	1.49
1997-08-13	3.94	37.59	3.44929192	1.01
1997-08-14	6.307	13.55	2.2275057995	0.86
1997-08-15	4.469	54.57	1.15864405	0.8
1997-08-16	7.208	83.43	-0.2377391	0.61
1997-08-17	8.169	71.32	-1.5645827505	0.6
1997-08-18	7.148	42.05	-4.2024551	0.5
1997-08-19	4.919	2.12	-5.6308012	0.67
1997-08-20	3.778	0	-4.352653675	0.92
1997-08-21	3.291	0	-3.4218772	0.99
1997-08-22	2.973	0	-0.86356245	1.27
1997-08-23	2.805	0	0.68145225	1.21
1997-08-24	2.619	0	4.52306875	1.45
1997-08-25	2.937	0	6.4556527	1.65
1997-08-26	3.388	0	8.10958535	1.7
1997-08-27	3.412	0	8.9292356	1.95
1997-08-28	3.358	0	9.0846745	2.05
1997-08-29	3.243	6.14	6.3471197	1.39
1997-08-30	3.039	5.56	3.4566598	1
1997-08-31	4.655	57.11	1.5533991	1.12
1997-09-01	5.448	31.85	3.67044104	1.19
1997-09-02	6.728	70.24	2.66967352	1.04
1997-09-03	9.311	78.02	1.07979244	0.84
1997-09-04	8.53	15.9	1.22557927	0.91
1997-09-05	6.187	5.21	5.44953525	1.64
1997-09-06	9.551	83.34	3.3194021	1.04
1997-09-07	9.851	17.99	-0.4436552	0.9
1997-09-08	6.367	5.53	-2.29991361	0.75
1997-09-09	5.178	0	-2.46253365	0.84
1997-09-10	4.607	0	-0.88427965	1.32
1997-09-11	3.976	0.03	-1.1166641	1.08
1997-09-12	3.586	0	-1.65187004	0.93
1997-09-13	3.213	0	-2.1132575	1.32
1997-09-14	3.021	0	1.4393033	1.61
1997-09-15	2.859	0	7.16109516	2.45
1997-09-16	3.039	0	8.76162125	2.25
1997-09-17	3.382	0	8.15266495	2.32
1997-09-18	3.85	3.99	7.3034112	2.15
1997-09-19	4.595	0	2.224480765	1.34
1997-09-20	3.562	0	4.24908123	1.92
1997-09-21	3.448	14.06	5.5541481	1.86
1997-09-22	4.691	1.27	3.44494195	1.29
1997-09-23	4.553	0	1.41954725	1.45
1997-09-24	3.928	0	1.31411915	1.54
1997-09-25	3.64	0	5.34207317	2.37
1997-09-26	3.526	34.68	4.313480255	1.77
1997-09-27	4.265	11.51	1.671614685	1.23
1997-09-28	3.796	0	1.8982226	1.8
1997-09-29	3.616	0	4.958001005	2.29
1997-09-30	3.784	0	3.575042835	1.84
1997-10-01	3.676	2.56	6.06115187	2.47
1997-10-02	3.646	37.39	2.93910524	1.41
1997-10-03	3.988	26.32	0.0456331999999999	1.43
1997-10-04	4.241	41.86	-2.9956815	0.88
1997-10-05	4.042	2.19	-2.937852245	1.09
1997-10-06	3.922	0	1.4192469	2.12
1997-10-07	3.946	0	2.95367215	2.28
1997-10-08	3.934	0	2.29679255	1.97
1997-10-09	3.814	0	2.39461755	1.81
1997-10-10	3.772	44.96	1.143638405	1.19
1997-10-11	4.397	5.99	1.0577233	1.41
1997-10-12	3.748	0.05	3.52314499	1.84
1997-10-13	4.072	46.28	2.912225427	1.67
1997-10-14	5.646	16.03	0.22299585	1.13
1997-10-15	4.919	0.07	0.6586464	1.57
1997-10-16	4.553	0	1.15323575	2.1
1997-10-17	4.391	0	3.0221736	2.14
1997-10-18	4.469	0	3.12349515	2.27
1997-10-19	4.655	0	3.4493468	2.47
1997-10-20	4.691	0	5.3335289	2.64
1997-10-21	5.07	0	5.626221	2.5
1997-10-22	5.322	0	4.911844595	2.41
1997-10-23	4.991	0	5.3105534	3
1997-10-24	5.009	0	6.4654709	2.3
1997-10-25	5.136	0	4.91854938	2.36
1997-10-26	5.088	0.03	3.82957284	1.99
1997-10-27	4.283	6.81	1.4808489165	1.19
1997-10-28	3.904	5.74	0.3674855	1.62
1997-10-29	3.52	2.23	0.16974695	1.89
1997-10-30	3.514	2.47	0.0365485000000001	1.68
1997-10-31	3.273	0	5.9634679	3.45
1997-11-01	3.748	0.01	6.61497515	2.64
1997-11-02	3.976	0	5.9601622	2.71
1997-11-03	4.553	13.68	7.76044775	2.61
1997-11-04	5.436	3.42	4.8234294	2.22
1997-11-05	4.787	0	6.2980148	2.3
1997-11-06	4.427	0.28	8.45869805	2.83
1997-11-07	4.913	2.7	9.51472595	2.47
1997-11-08	5.262	9.39	7.14883665	1.53
1997-11-09	5.226	6.6	7.93171155	2.62
1997-11-10	6.187	2.14	5.8155968	1.94
1997-11-11	5.826	27.93	3.299829935	1.93
1997-11-12	5.34	1.63	-0.0163276999999999	1.52
1997-11-13	4.349	0	2.4464616	2.59
1997-11-14	4.15	0	5.4484402775	3.04
1997-11-15	4.679	0	6.9043448	3.21
1997-11-16	5.4	0	7.44265215	3.16
1997-11-17	5.989	0	8.6604937	3.57
1997-11-18	6.547	0	9.44145775	3.41
1997-11-19	6.968	0	8.546053	2.83
1997-11-20	7.328	0	7.5247505	3.17
1997-11-21	7.328	0	9.0088871	3.36
1997-11-22	7.569	0	9.85452495	3.43
1997-11-23	7.929	0	10.21104355	3.87
1997-11-24	7.749	0	10.30120455	2.83
1997-11-25	7.148	0.98	7.7244331	2.72
1997-11-26	7.689	0	6.7731657	2.75
1997-11-27	7.328	0	8.01415325	3.5
1997-11-28	8.169	0	10.6911178	3.6
1997-11-29	9.01	0.1	8.78747995	2.65
1997-11-30	8.47	0	8.63389455	3.6
1997-12-01	8.109	0	9.1854877	3.24
1997-12-02	7.328	0	7.6643879	2.71
1997-12-03	7.569	0	8.6347428	3.35
1997-12-04	7.569	0	9.58840435	3.36
1997-12-05	8.47	0	10.55296665	3.8
1997-12-06	9.191	0	11.8579852	4.04
1997-12-07	9.551	0	12.96626295	4.49
1997-12-08	10.152	0	13.5072765	4.28
1997-12-09	10.512	0	12.6838423	3.9
1997-12-10	9.851	0	11.8073066	3.76
1997-12-11	8.59	0	12.04573395	3.98
1997-12-12	9.311	10.44	8.4410189	2.15
1997-12-13	7.268	0	9.6616098	3.4
1997-12-14	7.208	0	12.3514235	4.04
1997-12-15	8.349	0	13.12642925	4.63
1997-12-16	9.671	0	12.1940593	3.89
1997-12-17	9.731	0	11.8084755	3.65
1997-12-18	8.95	0	12.14854625	3.87
1997-12-19	9.311	0	11.51768985	3.75
1997-12-20	9.911	0	11.607883	3.92
1997-12-21	9.671	3.74	9.4596298	2.26
1997-12-22	8.77	0	9.22520895	3.82
1997-12-23	8.89	0	11.8295448	4.37
1997-12-24	9.551	0	12.01616795	4.2
1997-12-25	9.491	0	11.90416425	3.48
1997-12-26	8.47	0.88	8.63646515	2.64
1997-12-27	8.41	0	8.46237865	3.25
1997-12-28	8.53	0	10.4471504	3.84
1997-12-29	8.59	0	10.8617736	3.7
1997-12-30	8.47	0	12.2572628	3.79
1997-12-31	8.289	0	9.9676971	3.37
1998-01-01	8.65	0	12.1442991	4.26
1998-01-02	9.191	0	13.4991305	4.49
1998-01-03	9.911	0	14.9058453	4.75
1998-01-04	10.512	0	14.7785538	4.38
1998-01-05	11.053	0	13.42939525	3.96
1998-01-06	11.053	0	13.28044575	4.25
1998-01-07	11.233	0	14.99924665	4.55
1998-01-08	11.653	0	14.36512765	4.29
1998-01-09	12.074	0	13.3444969	3.8
1998-01-10	7.749	0	12.76166165	3.8
1998-01-11	7.448	0	13.22741535	4.12
1998-01-12	7.448	0	14.80271475	4.76
1998-01-13	7.388	0	12.86896	2.89
1998-01-14	6.908	0	12.31953665	4.11
1998-01-15	6.968	0	14.59543655	4.64
1998-01-16	7.088	0	15.15515715	4.3
1998-01-17	6.607	0	16.97193055	5.43
1998-01-18	7.088	0	15.6307495	4.16
1998-01-19	7.208	0	14.395008	3.6
1998-01-20	7.268	0	12.9847657	3.14
1998-01-21	6.908	0	11.4611591	3.3
1998-01-22	6.607	0	14.2022107	4.63
1998-01-23	6.607	0	12.967746	3.78
1998-01-24	6.547	0	13.62881255	4.54
1998-01-25	6.487	0	12.9437387	3.63
1998-01-26	6.187	0	11.02670135	3.1
1998-01-27	5.628	0	8.54688305	2.74
1998-01-28	5.532	0	11.1662478	4.2
1998-01-29	5.496	0	12.16137975	3.81
1998-01-30	5.67	0	14.5444143	4.45
1998-01-31	6.007	0	16.775932	4.73
1998-02-01	6.247	0	14.553982	3.58
1998-02-02	5.73	1.83	10.52159635	2.54
1998-02-03	5.244	0	10.3239319	3.4
1998-02-04	4.697	0	11.11286715	3.12
1998-02-05	4.637	0	11.1030683	2.86
1998-02-06	4.199	0	11.878854	3.2
1998-02-07	4.469	0	13.519425	2.77
1998-02-08	4.253	2.51	12.3798817	2.91
1998-02-09	4.457	2	11.324153	2.83
1998-02-10	4.481	1.51	11.4417265	3
1998-02-11	4.511	0	12.8335419	3.69
1998-02-12	4.883	0.01	12.83339765	3.3
1998-02-13	4.991	1.46	11.82078525	2.9
1998-02-14	4.739	0	13.5453714	3.74
1998-02-15	4.991	0	14.2173574	3.82
1998-02-16	5.1	0	13.10616015	2.85
1998-02-17	4.925	0	11.77435935	2.72
1998-02-18	4.763	0	11.1767173	2.95
1998-02-19	4.433	0	11.64407445	2.55
1998-02-20	4.156	0	11.3091926	2.86
1998-02-21	4.259	0	12.56595815	3.03
1998-02-22	4.529	18.8	11.83491235	2.4
1998-02-23	4.787	7.56	9.74657565	1.92
1998-02-24	4.174	2.75	9.77851625	2.37
1998-02-25	3.85	0	11.26455355	3.09
1998-02-26	3.868	0	11.61432365	2.95
1998-02-27	4.06	0	13.35416715	3.27
1998-02-28	4.084	0	14.99875675	3.57
1998-03-01	4.12	0	14.2129791	3.55
1998-03-02	4.337	0	12.76485525	2.82
1998-03-03	4.253	0.08	12.7319522	2.96
1998-03-04	4.09	0	10.4890679	1.89
1998-03-05	3.694	0	10.5117153	1.52
1998-03-06	3.261	0	9.2225468	2.2
1998-03-07	3.051	0	9.11810705	2.76
1998-03-08	2.949	0	10.98745445	3.17
1998-03-09	2.781	0	11.8295248	2.84
1998-03-10	2.673	1.36	12.09088755	2.64
1998-03-11	2.709	0	10.5096855	2.09
1998-03-12	2.679	0	11.15356405	2.59
1998-03-13	2.637	0	11.39926725	2.82
1998-03-14	2.775	0.04	11.37230775	2.16
1998-03-15	2.793	0	10.73206025	2.8
1998-03-16	2.817	0	11.02388355	2.48
1998-03-17	2.811	0	9.869169	2.11
1998-03-18	2.583	0	10.4303785	2.5
1998-03-19	2.456	0	12.57177355	2.87
1998-03-20	2.36	0	11.62028095	2.32
1998-03-21	2.39	0	10.50369045	2.54
1998-03-22	2.402	0	10.2417225	2.45
1998-03-23	2.312	0	10.18740915	2.4
1998-03-24	2.144	0	11.7981316	2.92
1998-03-25	2.144	0	12.6848244	2.67
1998-03-26	2.156	0	9.5866256	1.71
1998-03-27	2.09	0	7.5732945	1.99
1998-03-28	2.024	0	9.8522692	2.3
1998-03-29	1.916	0	11.23219405	2.78
1998-03-30	1.928	0	12.82703845	2.86
1998-03-31	2.018	0	12.69361405	2.86
1998-04-01	2.114	0	12.9224305	2.88
1998-04-02	2.09	0	14.19865615	3.01
1998-04-03	2.15	0	13.76044175	2.67
1998-04-04	2.216	0	10.9860687	1.91
1998-04-05	2.12	0.55	9.45389295	1.99
1998-04-06	2.018	0	5.4184588	1.26
1998-04-07	1.862	0	8.58275605	2.23
1998-04-08	1.754	15.5	9.0470121	1.73
1998-04-09	3.171	39.23	5.7379721	0.9
1998-04-10	4.295	35.94	4.2414587	0.65
1998-04-11	3.412	5.87	5.16376375	1.09
1998-04-12	3.376	12.35	5.53627465	1.38
1998-04-13	3.279	5.77	5.12942565	1.08
1998-04-14	2.565	4.25	3.7504371	1.06
1998-04-15	2.168	0	2.907229715	1.29
1998-04-16	2.018	0	3.6297712	1.59
1998-04-17	1.916	0	6.4272597	1.85
1998-04-18	1.862	0	8.54923505	1.66
1998-04-19	1.766	0	7.1095485	1.32
1998-04-20	1.736	0.02	4.69318635	1.31
1998-04-21	1.694	0	3.819011845	1.25
1998-04-22	1.633	0	3.155019175	1.3
1998-04-23	1.567	0	3.30016235	1.4
1998-04-24	1.501	0	5.201053495	1.46
1998-04-25	1.471	0	5.012364375	1.65
1998-04-26	1.549	5.45	3.5558486	0.92
1998-04-27	1.621	0	3.422420955	1.12
1998-04-28	1.471	0	4.067532345	1.41
1998-04-29	1.423	0	6.5844188	1.55
1998-04-30	1.387	0	7.4785213	1.15
1998-05-01	1.363	0	3.9572644955	1.24
1998-05-02	1.345	0	4.649994415	1.28
1998-05-03	1.309	0	4.87776632	1.25
1998-05-04	1.285	0	4.44083808	1.25
1998-05-05	1.273	0	4.585380795	1.22
1998-05-06	1.255	15.2	6.88923405	1.49
1998-05-07	1.243	0	6.36184805	1.07
1998-05-08	1.249	0	7.60723655	1.37
1998-05-09	1.237	14.67	8.08972945	1.28
1998-05-10	1.369	52.94	4.8906636	0.77
1998-05-11	1.796	6.25	2.42816978	0.72
1998-05-12	1.513	8.57	2.09053116	0.74
1998-05-13	1.411	0.08	1.47417685	0.79
1998-05-14	1.309	0	0.7798364	0.97
1998-05-15	1.237	0	5.13794239	1.34
1998-05-16	1.285	0	8.80334595	1.56
1998-05-17	1.315	0	9.4437432	1.48
1998-05-18	1.267	0	9.45308635	1.49
1998-05-19	1.231	0	9.23437465	1.43
1998-05-20	1.189	0	8.8820038	1.35
1998-05-21	1.123	0	8.14028295	1.2
1998-05-22	1.099	22.27	6.25437285	1.07
1998-05-23	1.748	0.03	4.13690655	0.75
1998-05-24	1.267	3.14	2.84341245	0.74
1998-05-25	1.255	0	1.475114	0.78
1998-05-26	1.201	0	2.59512105	1.01
1998-05-27	1.201	38.45	2.95104359	0.68
1998-05-28	1.315	5.82	1.208124185	0.59
1998-05-29	1.213	0	0.41207065	0.78
1998-05-30	1.195	0	3.498219535	0.99
1998-05-31	1.177	0	2.2984446	0.93
1998-06-01	1.093	0	3.41006795	1
1998-06-02	1.015	0	6.07096665	1.08
1998-06-03	0.973	0	7.36287125	1.08
1998-06-04	0.967	0	7.01391195	1.1
1998-06-05	1.057	49.71	1.75985296	0.64
1998-06-06	NA	1	0.83487645	0.62
1998-06-07	NA	0	0.04980165	0.62
1998-06-08	NA	0	2.67329015	0.91
1998-06-09	NA	4.79	0.44282145	0.66
1998-06-10	NA	1.24	-0.8784731	0.5
1998-06-11	NA	0	-0.1623221	0.77
1998-06-12	NA	0	2.83640397	0.79
1998-06-13	NA	6.48	1.6429802	0.69
1998-06-14	NA	13.81	1.190215075	0.55
1998-06-15	NA	14.49	-1.61562451	0.46
1998-06-16	NA	10.27	-1.722212165	0.53
1998-06-17	NA	0	0.1933413	0.55
1998-06-18	NA	1.76	0.5695461	0.73
1998-06-19	NA	0	1.42157865	0.62
1998-06-20	1.099	0	0.6563279	0.76
1998-06-21	1.105	0	3.25473655	0.99
1998-06-22	1.093	0	2.262028725	0.75
1998-06-23	1.117	0	1.48289145	0.82
1998-06-24	1.105	0	4.0521402	1.05
1998-06-25	1.147	0	6.1920298	1.1
1998-06-26	1.147	0	4.796308295	0.97
1998-06-27	1.129	0	3.71118505	0.93
1998-06-28	1.123	0	2.465722365	0.73
1998-06-29	1.087	3.85	-0.47992765	0.58
1998-06-30	1.051	0	-1.36950025	0.64
1998-07-01	1.009	0	-1.63436665	0.75
1998-07-02	0.985	0	2.1666499	0.87
1998-07-03	0.955	0	1.79620575	0.74
1998-07-04	0.931	0	3.09027941	0.85
1998-07-05	0.955	0	1.1106892	0.73
1998-07-06	0.919	0	-0.5993647	0.7
1998-07-07	0.913	0	-0.9082996	0.68
1998-07-08	0.871	0	-0.77986205	0.9
1998-07-09	0.895	0	4.12670055	1.09
1998-07-10	0.907	0	4.05406355	1.08
1998-07-11	0.877	0	3.5947336	1.09
1998-07-12	0.901	0	3.878208845	1.06
1998-07-13	0.901	0	4.4067664	1
1998-07-14	0.907	0	1.4176705	0.84
1998-07-15	0.895	0	0.95603125	0.84
1998-07-16	0.895	0	-0.2549975	0.73
1998-07-17	0.877	0	-1.17047295	0.78
1998-07-18	0.877	0	2.95087675	1.12
1998-07-19	0.889	0	2.1910459	0.94
1998-07-20	0.865	0	0.0447142500000002	0.95
1998-07-21	0.853	0	1.02036125	0.94
1998-07-22	0.792	0	-0.52424545	0.97
1998-07-23	0.804	0	-1.03111195	0.8
1998-07-24	0.804	0	-2.1996805	0.87
1998-07-25	0.756	0	3.02507595	1.26
1998-07-26	0.75	0	3.208302885	0.97
1998-07-27	0.756	0	0.73334855	0.87
1998-07-28	0.762	0	0.4543731	1.16
1998-07-29	0.762	0	6.055318775	1.42
1998-07-30	0.768	0	4.166119425	1.17
1998-07-31	0.78	0.03	3.94718635	1.26
1998-08-01	0.78	0	4.54048872	1.24
1998-08-02	0.78	0	4.262601285	1.11
1998-08-03	0.726	0	0.79151255	1.01
1998-08-04	0.696	0	1.0722298	1.27
1998-08-05	0.708	0	3.01402474	1.04
1998-08-06	0.684	0	2.18374115	1.04
1998-08-07	0.678	3.89	0.6337632	0.98
1998-08-08	0.672	0	-0.33052375	0.93
1998-08-09	0.702	0.01	-1.3665119	0.82
1998-08-10	0.654	0	-3.18549561	0.79
1998-08-11	0.63	0	-2.66426205	0.95
1998-08-12	0.648	0	-2.82142997	0.77
1998-08-13	0.618	0	-0.9176087	1.19
1998-08-14	0.63	0	-0.00486244999999963	1.06
1998-08-15	0.666	0	0.0151824999999999	0.97
1998-08-16	0.648	0	-0.1349219	0.84
1998-08-17	0.624	0	1.1498946	1.25
1998-08-18	0.642	0.65	0.0641432500000001	0.89
1998-08-19	0.63	0	-1.83242775	0.84
1998-08-20	0.618	0	-0.3318563	1.34
1998-08-21	0.6	0	2.71518405	1.45
1998-08-22	0.618	0	1.2520283	1.23
1998-08-23	0.624	0	0.6875142	1.17
1998-08-24	0.648	0	-1.74423365	1.03
1998-08-25	0.618	0	1.67172795	1.54
1998-08-26	0.636	0	4.29962845	1.71
1998-08-27	0.63	0	4.50457112	1.67
1998-08-28	0.63	0	3.6210669	1.66
1998-08-29	0.624	0	5.4285644	2.01
1998-08-30	0.66	0	7.03592715	1.97
1998-08-31	0.684	0	2.6125142	1.5
1998-09-01	0.672	0	1.62204305	1.16
1998-09-02	0.624	0	1.05038575	1.37
1998-09-03	0.624	0	1.4123295	1.47
1998-09-04	0.624	0	2.3056742	1.59
1998-09-05	0.636	0	2.44728435	1.76
1998-09-06	0.636	0	0.8232713	1.29
1998-09-07	0.618	0	-0.8022964	1.37
1998-09-08	0.612	0	-0.05647395	1.25
1998-09-09	0.594	0	3.23257295	1.96
1998-09-10	0.636	49.37	1.86196492	1.17
1998-09-11	0.955	13.39	-1.00912088	0.79
1998-09-12	0.822	0	-0.4223644	1.21
1998-09-13	0.834	0	1.5114577	1.83
1998-09-14	0.943	0	2.89633245	1.88
1998-09-15	0.955	0	5.324820325	2.21
1998-09-16	0.901	0	3.0162028	1.67
1998-09-17	0.804	0	1.35687265	1.52
1998-09-18	0.78	0	-0.484612	1.61
1998-09-19	0.756	0	1.3470296	1.87
1998-09-20	0.726	0	5.73781476	2.48
1998-09-21	0.744	0	6.98122825	2.23
1998-09-22	0.786	5.05	0.9994222	1.32
1998-09-23	0.702	0	1.243694	1.8
1998-09-24	0.714	0	4.05094089	1.99
1998-09-25	0.69	18.55	2.01218336	1.11
1998-09-26	0.696	4.63	-1.363371545	0.96
1998-09-27	0.672	0	-2.71964305	1.36
1998-09-28	0.654	0	-0.46901155	1.74
1998-09-29	0.66	0	4.30055855	2.32
1998-09-30	0.702	0	4.3671511	2.36
1998-10-01	0.756	0	5.69651426	2.56
1998-10-02	0.81	0	7.54949065	2.82
1998-10-03	0.822	0	4.86635025	1.92
1998-10-04	0.847	0	4.07011833	2.22
1998-10-05	0.841	0	5.19823573	2.58
1998-10-06	0.847	0	5.855087775	2.59
1998-10-07	0.847	0	6.407427925	2.71
1998-10-08	0.895	0	7.4420627	2.94
1998-10-09	0.925	0	6.5025462	2.59
1998-10-10	0.979	0	4.76711975	2.39
1998-10-11	0.961	0	6.6992773	2.72
1998-10-12	0.955	0	5.60251915	2.25
1998-10-13	0.901	0	6.3166340265	2.93
1998-10-14	0.955	0	9.54084645	3.37
1998-10-15	1.111	0	9.2677314	3.08
1998-10-16	1.273	0	7.995376	2.8
1998-10-17	1.273	0	8.83497885	3.4
1998-10-18	1.333	0	10.054709	3.16
1998-10-19	1.423	0	8.7125107	2.97
1998-10-20	1.453	0	9.43508215	3.33
1998-10-21	1.393	0	10.322823	3.13
1998-10-22	1.405	0	7.3378452	2.34
1998-10-23	1.459	0	10.070674	3.89
1998-10-24	1.543	0	9.70613935	3.12
1998-10-25	1.688	0	8.45788575	3.08
1998-10-26	1.657	0	8.39586555	2.95
1998-10-27	1.561	0	9.9219603	3.63
1998-10-28	1.597	0	10.8652816	3.51
1998-10-29	1.706	0	11.08837435	3.83
1998-10-30	1.682	0	11.00705985	3.7
1998-10-31	1.663	0	10.1677484	3.43
1998-11-01	1.537	0	9.62952645	3.47
1998-11-02	1.597	0	9.8799782	3.44
1998-11-03	1.579	0	8.45374735	3.43
1998-11-04	1.579	0	8.7311118	3.3
1998-11-05	1.453	0	7.9632469	2.73
1998-11-06	1.225	0	6.01964795	2.65
1998-11-07	1.033	0	6.22463745	2.71
1998-11-08	0.997	0	7.1871644	3.16
1998-11-09	0.991	0	8.1866804	3.32
1998-11-10	0.997	0	6.97153085	2.7
1998-11-11	0.937	0	7.432264	3.38
1998-11-12	0.913	0	10.3684489	3.92
1998-11-13	1.081	0	9.99156055	3.33
1998-11-14	1.201	0	9.5391805	3.41
1998-11-15	1.477	0	6.9148967	2.55
1998-11-16	1.495	0	5.413241645	2.85
1998-11-17	1.303	0	11.31193365	4.48
1998-11-18	1.315	0	10.98394015	3.91
1998-11-19	1.441	0	10.83308915	3.87
1998-11-20	1.597	0	11.8828992	4.52
1998-11-21	1.916	0	12.13854225	4.2
1998-11-22	2.36	0	12.8363042	4.15
1998-11-23	3.376	0	8.7278581	3.04
1998-11-24	4.265	0	5.70870435	2.53
1998-11-25	2.799	0	7.4442864	3.52
1998-11-26	2.523	0	9.50094975	3.8
1998-11-27	2.559	0	8.5055671	3.05
1998-11-28	2.222	0	8.78826625	3.33
1998-11-29	2.306	0	10.0259703	3.88
1998-11-30	2.799	0	8.62548975	3.77
1998-12-01	2.853	0	9.17857225	3.35
1998-12-02	2.649	0.01	13.03981795	4.11
1998-12-03	2.583	6.95	12.4285193	2.82
1998-12-04	2.979	0	12.93237825	4.16
1998-12-05	3.358	0	14.46607985	4.32
1998-12-06	3.64	0	11.9683311	3.56
1998-12-07	3.472	0	10.7471558	3.68
1998-12-08	3.243	0	10.59970495	3.3
1998-12-09	2.943	0	14.45011545	5.06
1998-12-10	3.502	0	14.995098	4
1998-12-11	4.156	0.04	12.58622405	3.3
1998-12-12	3.754	0.98	8.9943651	2.04
1998-12-13	2.733	0	9.8632425	3.78
1998-12-14	2.511	0	11.1551359	3.72
1998-12-15	2.769	0.51	9.29905	3.14
1998-12-16	2.39	0	11.4474945	4.5
1998-12-17	2.895	0	12.72805645	4.02
1998-12-18	3.231	0	11.315926	3.69
1998-12-19	3.159	0	10.29304545	3.12
1998-12-20	3.045	0.45	7.4942009	2.51
1998-12-21	2.492	0	8.6699726	3.84
1998-12-22	2.511	0	12.911544	4.82
1998-12-23	3.027	0	14.0865334	4.41
1998-12-24	3.327	0	14.48060175	4.12
1998-12-25	3.664	0	14.1407673	4.07
1998-12-26	3.826	0	14.03430915	4.52
1998-12-27	4.193	0	12.87291525	3.95
1998-12-28	3.862	0	11.76604535	3.92
1998-12-29	3.634	0	13.70297035	4.43
1998-12-30	3.706	0	14.28829965	4.12
1998-12-31	3.838	0	13.1387896	4.05
1999-01-01	3.772	0	14.8898665	4.29
1999-01-02	4.12	0	14.01538755	3.83
1999-01-03	4.241	0	12.34074605	3.37
1999-01-04	3.568	0	10.9539212	3.46
1999-01-05	3.273	0	11.12043275	3.53
1999-01-06	3.081	0	12.3916398	4.18
1999-01-07	3.051	0	11.58183725	3.66
1999-01-08	3.015	0	10.7972748	3.91
1999-01-09	2.925	0	12.4822097	4.39
1999-01-10	2.931	0	11.88313575	3.84
1999-01-11	2.997	0	11.0532934	3.55
1999-01-12	3.291	0	11.3633699	3.94
1999-01-13	3.159	0	13.3918814	4.01
1999-01-14	3.075	0	14.66031215	4.28
1999-01-15	3.346	0	13.82832185	3.68
1999-01-16	3.508	0	11.39315665	3.14
1999-01-17	3.508	8.06	9.75795715	2.05
1999-01-18	3.021	0.18	11.6804905	3.72
1999-01-19	3.003	0.39	12.3961065	3.45
1999-01-20	2.853	2.05	11.92776325	3.25
1999-01-21	2.643	0.39	12.68507935	3.52
1999-01-22	2.775	0.22	13.859864	3.31
1999-01-23	2.979	0.36	12.36055285	3.01
1999-01-24	2.661	0	14.45922965	4.22
1999-01-25	2.847	0	14.86918725	4.21
1999-01-26	2.949	0	13.7124867	3.64
1999-01-27	2.997	0	12.9534597	3.86
1999-01-28	2.949	0	14.1104318	3.95
1999-01-29	3.051	0	13.5152985	3.1
1999-01-30	2.985	0	12.15301755	3.14
1999-01-31	2.865	0	11.7228123	3.46
1999-02-01	2.703	0	8.19842655	2.6
1999-02-02	2.42	0	11.17144015	3.72
1999-02-03	2.504	0	12.24983185	3.64
1999-02-04	2.655	0	13.94274705	3.98
1999-02-05	2.853	0	13.77077425	3.56
1999-02-06	2.823	0	10.97472165	2.65
1999-02-07	2.324	0	12.80815415	4.06
1999-02-08	2.703	0	15.0490662	4.1
1999-02-09	2.925	0	15.273923	3.7
1999-02-10	2.955	0	14.7925319	4.19
1999-02-11	2.931	0	13.3699575	3.4
1999-02-12	2.841	0	10.74816075	2.66
1999-02-13	2.583	0	11.63678875	3.59
1999-02-14	2.541	0	12.81524825	3.59
1999-02-15	2.547	0	12.24799165	2.93
1999-02-16	2.456	0	14.12115765	3.77
1999-02-17	2.769	0	15.626342	3.63
1999-02-18	3.117	0	17.244791	3.78
1999-02-19	3.544	0	15.962971	2.59
1999-02-20	3.97	0.22	14.609503	2.87
1999-02-21	3.718	0	13.922691	3.11
1999-02-22	3.303	0	13.2188032	3.34
1999-02-23	3.021	0	13.90239175	3.44
1999-02-24	2.853	0	14.56473895	3.77
1999-02-25	2.691	0	13.0683555	2.65
1999-02-26	2.619	0	13.6133905	3.29
1999-02-27	2.462	0	14.9586801	3.55
1999-02-28	2.637	16.01	11.6913034	2.13
1999-03-01	2.336	0	9.65542905	2.41
1999-03-02	2.144	0	11.3907435	3.01
1999-03-03	2.144	0	11.75907825	2.68
1999-03-04	2.18	0	10.76577965	2.44
1999-03-05	1.976	0	9.95541925	2.35
1999-03-06	1.688	25.36	6.24991635	1.31
