"date"	"Qmm"	"P"	"T"	"E"
1989-07-22	0.684	3.48	-4.11766377	0.65
1989-07-23	0.708	1.8	-8.85608105	0.28
1989-07-24	0.644	0	-6.5823097	0.55
1989-07-25	0.708	28.57	-6.93579865	0.41
1989-07-26	0.711	46.93	-7.7636905	0.33
1989-07-27	0.588	2.79	-8.7889383	0.36
1989-07-28	0.583	10.92	-4.9196425	0.56
1989-07-29	0.548	0.11	-7.7647926	0.44
1989-07-30	0.553	0	-6.33750295	0.59
1989-07-31	0.596	0	-4.65838375	0.67
1989-08-01	0.606	0	-4.6952971	0.65
1989-08-02	0.657	2.8	-3.89809798	0.7
1989-08-03	0.735	0.36	-9.6815949	0.43
1989-08-04	0.633	0	-5.961457395	0.76
1989-08-05	0.652	0	-1.0918317	0.84
1989-08-06	0.649	0	-2.4174417	0.83
1989-08-07	0.615	0	-7.7112916	0.56
1989-08-08	0.617	0	-6.002485185	0.78
1989-08-09	0.591	0	-1.39529705	0.88
1989-08-10	0.732	0	-0.4301334	0.97
1989-08-11	0.764	0	0.5667168	1.07
1989-08-12	0.73	0	-3.071263675	0.87
1989-08-13	0.676	0	0.5630963	1.27
1989-08-14	0.628	0	1.0756984	1.12
1989-08-15	0.634	0	-0.21860745	1.03
1989-08-16	0.706	0	-4.2777379	0.69
1989-08-17	0.649	0.68	-1.42504215	0.91
1989-08-18	0.623	33.87	-1.81853932	0.72
1989-08-19	0.866	30.03	-4.1964686	0.58
1989-08-20	0.67	4.54	-5.30930025	0.49
1989-08-21	0.612	0.35	-7.3605718	0.43
1989-08-22	0.678	49.08	-6.08356415	0.51
1989-08-23	0.722	63.58	-4.23694155	0.47
1989-08-24	1.29	8.57	-4.7295651	0.73
1989-08-25	0.939	2.69	-2.73439728	0.87
1989-08-26	0.869	0	-4.150492895	0.82
1989-08-27	0.837	0	-0.70355725	1.19
1989-08-28	0.768	0	0.766902	1.24
1989-08-29	0.784	1.33	-3.462636975	0.87
1989-08-30	0.751	0.59	-6.69609845	0.61
1989-08-31	0.738	0	-4.12889265	1.14
1989-09-01	0.743	0	-0.0475469500000001	1.17
1989-09-02	0.845	0	0.2571593	1.21
1989-09-03	0.947	2.36	-1.74496095	0.99
1989-09-04	0.839	60.2	-3.53564585	0.53
1989-09-05	0.997	18.32	-5.1274055	0.61
1989-09-06	0.808	0	-6.616206	0.79
1989-09-07	0.797	0	-6.02611155	0.76
1989-09-08	0.778	0	-7.0795952	0.67
1989-09-09	0.741	0	-9.33083205	0.66
1989-09-10	0.778	0	-9.15122855	0.58
1989-09-11	0.708	0	-8.8775621	0.64
1989-09-12	0.692	0	-6.76581995	0.81
1989-09-13	0.713	0	-2.32294755	1.19
1989-09-14	0.746	0	0.744344	1.39
1989-09-15	0.831	0	2.9799915	1.67
1989-09-16	0.976	0	4.3011505265	1.87
1989-09-17	1.062	0	2.37994935	1.65
1989-09-18	1.089	0	1.2362611	1.57
1989-09-19	1.129	0	1.85208995	1.69
1989-09-20	1.18	0	0.78891025	1.47
1989-09-21	1.123	0.14	-3.4549445	0.81
1989-09-22	1.107	0	-4.35908955	0.97
1989-09-23	1.038	0	-4.243907585	1.19
1989-09-24	1.051	0	-1.10672385	1.47
1989-09-25	1.088	0	0.444732	1.59
1989-09-26	1.131	0	-0.6440183	1.64
1989-09-27	1.135	0	-1.2877241	1.25
1989-09-28	1.147	0	-1.8566276	1.56
1989-09-29	1.134	0	2.5394388	1.97
1989-09-30	1.182	0	1.1863468	1.85
1989-10-01	1.032	0	-0.26289855	1.11
1989-10-02	1.022	0	-1.16641685	1.4
1989-10-03	1.064	0	2.8356695	2.04
1989-10-04	1.159	0	1.0090962	1.58
1989-10-05	1.206	0	2.43143945	1.93
1989-10-06	1.204	0	0.65907825	1.36
1989-10-07	1.151	0	2.49982675	1.9
1989-10-08	1.11	0	1.80238645	1.64
1989-10-09	1.115	0	1.0163327	1.53
1989-10-10	1.135	0	-0.3523932	1.56
1989-10-11	1.081	0	2.1522283	2.07
1989-10-12	1.156	0	3.63303696	2.17
1989-10-13	1.249	0	2.904627815	1.87
1989-10-14	1.29	0	1.37546925	1.66
1989-10-15	1.238	0	1.3197424	1.93
1989-10-16	1.238	0	3.712326465	2.27
1989-10-17	1.309	0	5.1666792	2.31
1989-10-18	1.494	0	6.4204833	2.34
1989-10-19	1.467	0.02	4.39088165	1.91
1989-10-20	1.448	0	1.57839825	2.12
1989-10-21	1.493	0	5.60002255	2.44
1989-10-22	1.659	0	6.62713685	2.31
1989-10-23	1.738	0	3.172851475	1.56
1989-10-24	1.504	0.21	2.81033943	1.96
1989-10-25	1.376	1.13	-2.34444783	1.31
1989-10-26	1.247	0	1.16270085	2.36
1989-10-27	1.325	0	6.7919293	2.57
1989-10-28	1.643	0.06	3.062834135	1.8
1989-10-29	1.388	0	1.882711395	1.67
1989-10-30	1.429	0	2.3708043775	1.56
1989-10-31	1.531	0	4.10680995	2.03
1989-11-01	1.584	0.27	1.6979617	1.2
1989-11-02	1.611	0	-0.260869	1.47
1989-11-03	1.738	0	4.5216105	2.21
1989-11-04	1.866	0	6.8932613	2.63
1989-11-05	2.456	0	5.76904655	1.72
1989-11-06	2.377	0	4.1812188	1.67
1989-11-07	2.488	0	2.714351425	1.48
1989-11-08	2.121	0	2.26881581	1.96
1989-11-09	2.089	0	4.086536165	2.18
1989-11-10	2.233	0	1.90345306	1.24
1989-11-11	1.723	0	1.1476924	1.73
1989-11-12	1.659	0	5.1094363	2.46
1989-11-13	2.313	0	7.3421278	2.48
1989-11-14	2.871	0	5.76087445	1.95
1989-11-15	2.871	0	5.61934705	2.4
1989-11-16	2.887	0	6.70279765	2.57
1989-11-17	3.254	0	7.16126705	2.18
1989-11-18	3.525	0	5.6318844	2.1
1989-11-19	3.398	0	6.3100577	2.34
1989-11-20	3.126	0	5.86811525	2.34
1989-11-21	2.903	0	6.0680473	2.39
1989-11-22	3.206	0	4.80306705	2.03
1989-11-23	3.334	0	6.529882	2.53
1989-11-24	4.275	0	9.79926945	2.9
1989-11-25	5.456	0	8.0894105	2.38
1989-11-26	5.663	0	7.22030945	2.18
1989-11-27	5.456	0	7.61195715	1.71
1989-11-28	4.802	0	7.37874965	2.34
1989-11-29	4.546	0	6.4108054	2.3
1989-11-30	4.323	0	4.9273734	2.13
1989-12-01	3.94	0	5.69776265	1.98
1989-12-02	3.557	0	4.63247015	1.63
1989-12-03	2.744	0	4.5682018	2.29
1989-12-04	2.967	0.01	3.11887475	1.21
1989-12-05	2.488	0	2.902376735	1.64
1989-12-06	2.68	0	4.36849885	1.83
1989-12-07	2.712	0	5.91565645	2.41
1989-12-08	2.967	0	7.01524855	2.35
1989-12-09	3.35	0	7.73771645	2.45
1989-12-10	3.653	0	6.8285349	2.14
1989-12-11	3.844	0	6.3499257	2.5
1989-12-12	3.701	0	6.6326262	2.84
1989-12-13	3.717	0	9.0334883	2.8
1989-12-14	4.259	0	9.4114158	2.56
1989-12-15	4.546	0	7.77601895	2.26
1989-12-16	3.924	2.95	3.5725005	1.09
1989-12-17	2.967	0	5.3753695	2.82
1989-12-18	3.238	0	8.7964906	2.85
1989-12-19	4.243	0	11.0934489	2.96
1989-12-20	5.424	0	10.27489665	2.17
1989-12-21	5.312	0	8.26319945	1.67
1989-12-22	4.722	0	8.2298537	2.48
1989-12-23	4.626	0	8.9369235	2.3
1989-12-24	4.339	0	9.11937605	2.81
1989-12-25	4.275	0	9.73654775	2.68
1989-12-26	4.578	0	10.33154015	2.47
1989-12-27	4.754	0	10.2153633	2.52
1989-12-28	4.77	0	10.219701	2.5
1989-12-29	5.057	0	11.147555	2.37
1989-12-30	5.36	0	10.76961335	2.48
1989-12-31	5.615	0	9.9202995	2.49
1990-01-01	4.546	0	8.8523586	2.5
1990-01-02	3.972	0	9.318515	2.68
1990-01-03	4.323	0	9.74485465	2.77
1990-01-04	5.025	0	10.8713882	2.97
1990-01-05	5.567	0	11.2831282	2.92
1990-01-06	6.206	0	11.23259445	2.87
1990-01-07	6.397	0	11.20071955	3.06
1990-01-08	6.493	0	10.8857167	2.67
1990-01-09	6.477	0	10.70403005	2.9
1990-01-10	5.711	0	10.0125308	2.72
1990-01-11	6.206	0.11	10.07063635	2.76
1990-01-12	5.376	3.1	6.9208063	1.37
1990-01-13	4.594	0.19	7.133043	2.38
1990-01-14	4.913	0	8.5673124	2.66
1990-01-15	5.232	0	9.01973465	2.36
1990-01-16	4.881	1.6	6.0000147	1.73
1990-01-17	4.068	0	5.02806135	2.09
1990-01-18	4.307	0	8.63775345	2.9
1990-01-19	4.514	0	7.65333105	2.21
1990-01-20	4.626	0	9.2953551	2.9
1990-01-21	4.818	0	8.50317925	2.46
1990-01-22	5.009	0	8.99358335	2.17
1990-01-23	4.834	0	7.89806355	2.28
1990-01-24	5.137	0	8.97730325	2.72
1990-01-25	5.902	0	11.3094063	3.28
1990-01-26	6.174	0	9.718594	2.67
1990-01-27	5.599	0	10.80232635	2.83
1990-01-28	5.296	0	10.73817305	2.79
1990-01-29	5.583	0	10.12671495	2.6
1990-01-30	5.472	0	11.0494654	2.89
1990-01-31	5.95	0	12.42527375	3.19
1990-02-01	6.222	0	11.2195779	2.96
1990-02-02	6.333	0	9.8105179	2.77
1990-02-03	6.094	0	10.13977635	3.11
1990-02-04	6.19	0	11.2924226	3.24
1990-02-05	6.381	0	11.93234405	2.8
1990-02-06	6.238	3.24	11.803789	1.8
1990-02-07	5.711	0.37	10.2494795	1.83
1990-02-08	5.775	0	9.1145846	2.09
1990-02-09	5.472	0	8.4205537	1.99
1990-02-10	5.089	0.01	8.1187307	1.88
1990-02-11	4.658	0	8.0997861	1.96
1990-02-12	4.546	0.09	7.97214365	1.95
1990-02-13	4.754	0.1	7.63054165	2.12
1990-02-14	4.913	0	6.75952505	1.76
1990-02-15	4.578	0	7.68027495	2.41
1990-02-16	4.164	0	7.1513832	1.66
1990-02-17	3.797	0	6.6770019	1.99
1990-02-18	3.541	0	7.72435415	1.3
1990-02-19	2.552	0	7.14029865	1.67
1990-02-20	2.632	0	8.18861485	1.94
1990-02-21	3.302	0	7.31702055	2.05
1990-02-22	2.823	0	6.7385082	1.69
1990-02-23	2.361	0.85	6.7770116	1.79
1990-02-24	2.105	0	6.0245201	1.78
1990-02-25	2.169	0	6.8799502	2.2
1990-02-26	2.728	0	8.6625898	2.21
1990-02-27	3.398	0	7.74680895	1.26
1990-02-28	3.031	0.05	4.99770665	1.39
1990-03-01	2.616	0	6.2081601	2.3
1990-03-02	2.744	0	7.64076015	1.92
1990-03-03	2.76	0	8.2711493	1.99
1990-03-04	2.871	0	6.9236726	1.57
1990-03-05	2.744	0	6.03900095	1.57
1990-03-06	2.488	0	7.2771117	1.79
1990-03-07	2.409	0	7.6367385	1.81
1990-03-08	2.361	0	7.60736625	1.69
1990-03-09	2.409	0	9.79543355	2.3
1990-03-10	2.728	0	11.27126595	2.3
1990-03-11	3.254	0	10.41886815	2.12
1990-03-12	2.425	0	9.53809525	1.87
1990-03-13	2.042	0	8.6620105	1.71
1990-03-14	1.77	0	7.72891945	1.68
1990-03-15	1.238	0	7.22574115	1.51
1990-03-16	1.317	0	6.3368825	1.51
1990-03-17	1.405	0	6.38472435	1.53
1990-03-18	1.486	0	6.40187655	1.63
1990-03-19	1.517	0	7.2962337	1.81
1990-03-20	1.691	0	8.7535934	1.97
1990-03-21	1.978	0	9.29931725	1.8
1990-03-22	1.882	0.33	5.276909	0.96
1990-03-23	1.287	0	4.98785095	1.75
1990-03-24	1.206	0	4.83954595	1.45
1990-03-25	1.091	0	3.499527915	1.4
1990-03-26	0.933	0	3.96038896	1.66
1990-03-27	1.017	0	4.9932633	1.42
1990-03-28	0.949	4.33	3.0288162	0.85
1990-03-29	0.842	23.79	0.474458295	0.42
1990-03-30	0.807	0	-1.65293073	0.89
1990-03-31	0.848	0	4.289182685	1.68
1990-04-01	0.858	0	3.6773141	1.21
1990-04-02	0.808	0	4.0708843	1.17
1990-04-03	0.804	0	2.192173005	1.12
1990-04-04	0.78	0	0.8091073	1.18
1990-04-05	0.727	0	-0.5957647	0.93
1990-04-06	0.686	0	0.0854478000000001	1.32
1990-04-07	0.687	0	1.77364604	1.14
1990-04-08	0.673	0	3.99069575	1.31
1990-04-09	0.679	0	4.43595275	1.2
1990-04-10	0.684	0	5.79538005	1.54
1990-04-11	0.717	0	6.30841625	1.45
1990-04-12	0.746	0	4.3236914	1.14
1990-04-13	0.671	0	4.26930555	1.31
1990-04-14	0.658	0	4.441564	1.31
1990-04-15	0.655	0	2.25256038	1.03
1990-04-16	0.622	0.51	1.56122116	0.34
1990-04-17	0.614	0	3.55867941	1.15
1990-04-18	0.614	0	3.74864229	1.17
1990-04-19	0.603	0	1.90857575	1.1
1990-04-20	0.591	0	1.80250443	0.81
1990-04-21	0.577	0	0.7439776	1.09
1990-04-22	0.564	0	-0.18695015	0.9
1990-04-23	0.579	1.37	-0.60839045	0.96
1990-04-24	0.575	1.49	0.2848291	0.72
1990-04-25	0.574	0.06	-2.43996924	0.68
1990-04-26	0.54	0	-4.44980915	0.82
1990-04-27	0.529	0	-3.44024863	0.75
1990-04-28	0.532	0	-3.65248855	0.67
1990-04-29	0.539	0	-1.1591066	0.94
1990-04-30	0.524	0	-0.11208655	0.86
1990-05-01	0.526	0	-1.1619905	0.79
1990-05-02	0.529	1.18	-0.55046375	0.71
1990-05-03	0.532	0	-1.10130156	0.62
1990-05-04	0.545	0	0.1706871	0.65
1990-05-05	0.528	0	0.9981654	0.8
1990-05-06	0.508	0	1.9347103	0.8
1990-05-07	0.513	0	0.1724641	0.89
1990-05-08	0.508	0.16	2.27191276555	0.8
1990-05-09	0.504	20.51	-1.252390935	0.38
1990-05-10	0.489	0	-0.8192257	0.69
1990-05-11	0.491	0	-0.4116676	0.69
1990-05-12	0.491	0	-1.060581105	0.58
1990-05-13	0.486	0	-2.201661715	0.62
1990-05-14	0.475	0	-3.591845865	0.67
1990-05-15	0.467	0	-2.2291199	0.78
1990-05-16	0.478	0	-3.63780725	0.55
1990-05-17	0.472	0	-1.0729828	0.72
1990-05-18	0.477	0	4.09710348	0.99
1990-05-19	0.478	0	3.869056445	0.96
1990-05-20	0.47	0	-0.0559615499999999	0.73
1990-05-21	0.461	0	4.76961085	1.2
1990-05-22	0.465	0	5.4154042	1.05
1990-05-23	0.472	0	4.72559155	0.99
1990-05-24	0.467	0	3.34037134	0.9
1990-05-25	0.462	0	3.05095730735	0.87
1990-05-26	0.467	0	-2.180594775	0.52
1990-05-27	0.446	0	-2.900688735	0.63
1990-05-28	0.451	0	-2.701580095	0.55
1990-05-29	0.446	0.62	-6.5782487	0.32
1990-05-30	0.454	0	-6.7553376	0.33
1990-05-31	0.445	0	-3.5555904	0.56
1990-06-01	0.457	0	-1.758795675	0.56
1990-06-02	0.451	4.72	-2.2835085	0.31
1990-06-03	0.454	25.94	-3.47969245	0.2
1990-06-04	0.465	0.76	-3.7195107	0.29
1990-06-05	0.441	0	-4.70374735	0.48
1990-06-06	0.451	0	-1.13545925	0.56
1990-06-07	0.446	0	0.8408644	0.67
1990-06-08	0.44	0	0.44708035	0.67
1990-06-09	0.454	0	1.0489157	0.65
1990-06-10	0.457	0	0.9240871	0.66
1990-06-11	0.464	0	-1.420012125	0.53
1990-06-12	0.462	0	-2.20053712	0.57
1990-06-13	0.461	0	-1.48851015	0.63
1990-06-14	0.457	0	0.433483	0.64
1990-06-15	0.459	0	4.23368825	0.85
1990-06-16	0.453	0	4.49901555	0.84
1990-06-17	0.459	0	2.21177785	0.74
1990-06-18	0.449	0	-0.97603184	0.46
1990-06-19	0.449	0	-1.53371875	0.58
1990-06-20	0.432	0	2.25331465	0.82
1990-06-21	0.433	0	2.934437305	0.74
1990-06-22	0.456	22.5	-2.1839987	0.27
1990-06-23	0.448	0.04	-4.3986693	0.44
1990-06-24	0.437	0	-2.897026785	0.52
1990-06-25	0.445	0	-0.5725437	0.6
1990-06-26	0.441	0	-0.19052985	0.65
1990-06-27	0.44	0	-0.65930055	0.63
1990-06-28	0.432	0	0.251963	0.71
1990-06-29	0.425	0	1.28824415	0.78
1990-06-30	0.43	0	-0.27481265	0.67
1990-07-01	0.424	0	-2.53457437	0.48
1990-07-02	0.429	0	-2.7042566	0.63
1990-07-03	0.427	0	2.04712295	0.78
1990-07-04	0.424	0	2.88483553	0.82
1990-07-05	0.421	0	2.63500913	0.83
1990-07-06	0.427	0	-0.9523649	0.69
1990-07-07	0.443	3.43	-5.03498115	0.37
1990-07-08	0.432	0	-7.0459096	0.37
1990-07-09	0.386	0	-6.14993645	0.49
1990-07-10	0.411	0	-2.01012125	0.64
1990-07-11	0.419	0	0.7855482	0.8
1990-07-12	0.421	0	-0.72924605	0.72
1990-07-13	0.417	0	-3.293151145	0.56
1990-07-14	0.542	0.01	-7.1042059	0.39
1990-07-15	0.561	0	-8.93445725	0.34
1990-07-16	0.536	13.39	-9.16391085	0.3
1990-07-17	0.478	0.73	-11.8643356	0.23
1990-07-18	0.579	0	-11.73511385	0.27
1990-07-19	0.633	0	-8.69603495	0.4
1990-07-20	0.619	0	-11.75119925	0.27
1990-07-21	0.486	0	-7.85071025	0.54
1990-07-22	0.67	0	-6.1527742	0.56
1990-07-23	0.58	0	-8.81890595	0.47
1990-07-24	0.544	0.27	-5.2143507	0.52
1990-07-25	0.494	0	-4.8962603	0.51
1990-07-26	0.62	0	-7.8742007	0.47
1990-07-27	0.642	0	-3.6934947	0.79
1990-07-28	0.649	0	-0.91324255	0.81
1990-07-29	0.591	0	-0.97343	0.84
1990-07-30	0.564	0	0.0955078499999999	0.92
1990-07-31	0.524	0	-3.1363368	0.88
1990-08-01	0.588	0	-1.2239822	0.86
1990-08-02	0.529	0	-1.3555817	0.85
1990-08-03	0.505	0	-0.50201475	0.95
1990-08-04	0.516	0	0.3825446	0.97
1990-08-05	0.558	0	1.1409681	1.04
1990-08-06	0.556	6.92	-0.78461735	0.92
1990-08-07	0.595	0	-3.757202085	0.67
1990-08-08	0.55	0	2.50587275	1.27
1990-08-09	0.532	0	3.56861695	1.34
1990-08-10	0.563	0	2.50561855	1.24
1990-08-11	0.558	0	1.40367205	1.18
1990-08-12	0.508	0.5	0.5931816	1.11
1990-08-13	0.588	7.13	-3.20197598	0.71
1990-08-14	0.598	0.02	-6.11954245	0.68
1990-08-15	0.625	0	-5.3571368	0.72
1990-08-16	0.641	0	-1.7042127	1.02
1990-08-17	0.647	0	-2.23291035	0.96
1990-08-18	0.625	0	-5.24842195	0.72
1990-08-19	0.563	0	-3.87547925	0.9
1990-08-20	0.575	0	-1.3071392	1.08
1990-08-21	0.555	0	-0.51408975	1.18
1990-08-22	0.54	0	-0.97240215	1.15
1990-08-23	0.612	0	-1.8861915	1.13
1990-08-24	0.617	0	-2.3159259	1.18
1990-08-25	0.611	0	0.15605655	1.22
1990-08-26	0.588	0.05	-3.006945135	0.97
1990-08-27	0.619	0	-2.88547475	1.03
1990-08-28	0.636	0	1.1560747	1.37
1990-08-29	0.671	0	0.16036865	1.26
1990-08-30	0.757	54.17	-1.444306605	0.73
1990-08-31	0.78	3.9	-3.65350525	0.74
1990-09-01	0.725	0.26	-2.68151675	1.09
1990-09-02	0.668	11.3	-2.760039345	0.85
1990-09-03	0.776	0.2	-2.519494945	0.96
1990-09-04	0.703	0.74	-0.5074439	1.36
1990-09-05	0.808	0	-2.16054904	1.01
1990-09-06	0.765	0	-5.1757391	0.94
1990-09-07	0.668	0	-2.7397136	1.23
1990-09-08	0.697	0	-0.2332333	1.31
1990-09-09	0.81	0	1.68434565	1.44
1990-09-10	0.815	3.37	-0.68723755	1.02
1990-09-11	0.738	2.53	-4.4001773	0.87
1990-09-12	0.737	0	-5.61330325	0.96
1990-09-13	0.724	0	-0.0431104000000002	1.56
1990-09-14	0.73	0	3.0495367	1.79
1990-09-15	0.735	0	0.9402974	1.43
1990-09-16	0.636	0.29	-0.75959575	1.27
1990-09-17	0.623	0	-3.60634503	1
1990-09-18	0.569	26.07	-2.89883147	1.2
1990-09-19	0.646	27.81	-3.252362	0.71
1990-09-20	0.66	3.47	-4.9197853	0.89
1990-09-21	0.65	0	-5.8693506	0.77
1990-09-22	0.66	0	-5.6199954	1.02
1990-09-23	0.647	0	-1.30795825	1.52
1990-09-24	0.855	0	2.2290379	1.8
1990-09-25	0.824	0	1.6291057	1.76
1990-09-26	0.954	0	-0.6527245	1.34
1990-09-27	0.887	0	-1.31630075	1.31
1990-09-28	0.812	0	-0.7378108	1.74
1990-09-29	0.855	0	5.528210145	2.24
1990-09-30	0.858	0	4.678958745	2.15
1990-10-01	0.885	0	2.044097215	1.51
1990-10-02	0.834	0	1.9485337	1.67
1990-10-03	0.792	0	1.15521295	1.55
1990-10-04	0.764	1.07	-0.3966099	1.24
1990-10-05	0.756	0	-1.2039019	1.24
1990-10-06	0.749	0.03	-0.4936549	1.19
1990-10-07	0.788	0	-2.93082226	1.08
1990-10-08	0.768	0	1.04697725	1.89
1990-10-09	0.904	0	3.319008196	1.84
1990-10-10	0.928	10.72	-0.44053385	0.95
1990-10-11	0.816	1.07	-4.4821863	0.9
1990-10-12	0.818	0	-0.6351782	1.79
1990-10-13	0.791	0	-1.9546536	1.56
1990-10-14	0.751	0	-1.11027585	1.64
1990-10-15	0.824	0	1.03927435	1.8
1990-10-16	0.788	0.5	0.1794716	1.45
1990-10-17	0.716	0	0.75347175	1.65
1990-10-18	0.761	0	0.27840545	1.7
1990-10-19	0.861	0	2.46772645	2.05
1990-10-20	0.847	0	3.85161543	1.96
1990-10-21	1.048	0	2.616913475	1.85
1990-10-22	1.118	0	2.920812233	1.78
1990-10-23	1.194	0	3.7331391	1.57
1990-10-24	1.135	0	3.9549159	1.61
1990-10-25	1.611	0	2.770605605	2.06
1990-10-26	1.265	0	3.031950365	2.11
1990-10-27	1.158	0	3.21959216	2.14
1990-10-28	1.092	0	4.093833875	2.14
1990-10-29	1.126	0	3.235538691	1.97
1990-10-30	1.072	0	1.156963505	1.19
1990-10-31	0.851	0	1.69408945	2.06
1990-11-01	0.859	0	2.32797265	2.1
1990-11-02	0.89	0.02	2.3553222015	1.62
1990-11-03	0.848	1.23	-1.006008195	1.04
1990-11-04	0.81	0	-0.22581965	1.86
1990-11-05	0.883	0	1.6252935	1.87
1990-11-06	0.912	0	0.61685775	1.78
1990-11-07	0.839	0	1.82980034	1.54
1990-11-08	0.805	0	3.515769165	2.24
